201	384	379	375	371	362	358	344	340	337	344
202	381	375	371	363	358	355	344	336	341	348
203	383	374	366	358	353	351	338	343	347	356
204	375	370	365	359	357	351	340	349	358	366
205	379	376	376	369	357	346	343	355	363	368
206	380	379	374	364	354	346	347	360	366	371
207	378	373	365	358	349	346	353	360	370	370
208	370	366	359	351	344	352	356	360	370	361
209	363	359	358	351	349	352	359	365	369	355
210	360	359	358	353	352	352	358	355	354	342
